날짜,지역,역명,인원유형,시간대,시간대별하루평균(명),전월평균(명),전월대비(명) ±
202312,서울특별시 영등포구,대방,승하차인원,08-09시 평균,2704,3129,-425
202312,서울특별시 영등포구,대방,승하차인원,12-13시 평균,1191,1203,-12
202312,서울특별시 영등포구,대방,승하차인원,18-19시 평균,2543,2890,-346
202312,서울특별시 영등포구,대방,승하차인원,20-21시 평균,1048,1081,-33
202312,서울특별시 강남구,대청,승하차인원,시간당 평균,919,967,-48
202312,서울특별시 강남구,대청,승하차인원,08-09시 평균,2055,2343,-288
202312,서울특별시 강남구,대청,승하차인원,12-13시 평균,860,813,47
202312,서울특별시 강남구,대청,승하차인원,18-19시 평균,1782,1974,-192
202312,서울특별시 강남구,대청,승하차인원,20-21시 평균,810,835,-24
202312,서울특별시 강남구,대치,승하차인원,시간당 평균,1017,1138,-121
202312,서울특별시 강남구,대치,승하차인원,08-09시 평균,1647,2012,-365
202312,서울특별시 강남구,대치,승하차인원,12-13시 평균,1086,1150,-64
202312,서울특별시 강남구,대치,승하차인원,18-19시 평균,1852,2148,-296
202312,서울특별시 강남구,대치,승하차인원,20-21시 평균,866,973,-107
202312,서울특별시 마포구,대흥,승하차인원,시간당 평균,836,930,-94
202312,서울특별시 마포구,대흥,승하차인원,08-09시 평균,1797,2171,-374
202312,서울특별시 마포구,대흥,승하차인원,12-13시 평균,962,981,-19
202312,서울특별시 마포구,대흥,승하차인원,18-19시 평균,1610,1862,-251
202312,서울특별시 마포구,대흥,승하차인원,20-21시 평균,697,786,-89
202312,서울특별시 강남구,도곡,승하차인원,시간당 평균,1131,1173,-42
202312,서울특별시 강남구,도곡,승하차인원,08-09시 평균,2220,2531,-311
202312,서울특별시 강남구,도곡,승하차인원,12-13시 평균,1163,1137,25
202312,서울특별시 강남구,도곡,승하차인원,18-19시 평균,2120,2309,-189
202312,서울특별시 강남구,도곡,승하차인원,20-21시 평균,938,930,7
202312,서울특별시 구로구,도림천,승하차인원,시간당 평균,112,118,-6
202312,서울특별시 구로구,도림천,승하차인원,08-09시 평균,284,327,-43
202312,서울특별시 구로구,도림천,승하차인원,12-13시 평균,138,130,9
202312,서울특별시 구로구,도림천,승하차인원,18-19시 평균,197,221,-25
202312,서울특별시 구로구,도림천,승하차인원,20-21시 평균,81,84,-3
202312,서울특별시 도봉구,도봉,승하차인원,시간당 평균,512,539,-27
202312,서울특별시 도봉구,도봉,승하차인원,08-09시 평균,852,989,-137
202312,서울특별시 도봉구,도봉,승하차인원,12-13시 평균,617,616,1
202312,서울특별시 도봉구,도봉,승하차인원,18-19시 평균,812,886,-74
202312,서울특별시 도봉구,도봉,승하차인원,20-21시 평균,386,388,-2
202312,서울특별시 도봉구,도봉산,승하차인원,시간당 평균,1445,1572,-127
202312,서울특별시 도봉구,도봉산,승하차인원,08-09시 평균,2484,3008,-524
202312,서울특별시 도봉구,도봉산,승하차인원,12-13시 평균,1749,1780,-31
202312,서울특별시 도봉구,도봉산,승하차인원,18-19시 평균,2110,2437,-327
202312,서울특별시 도봉구,도봉산,승하차인원,20-21시 평균,1145,1214,-68
202312,서울특별시 서대문구,독립문,승하차인원,시간당 평균,683,748,-65
202312,서울특별시 서대문구,독립문,승하차인원,08-09시 평균,1256,1418,-162
202312,서울특별시 서대문구,독립문,승하차인원,12-13시 평균,912,979,-66
202312,서울특별시 서대문구,독립문,승하차인원,18-19시 평균,1023,1145,-123
202312,서울특별시 서대문구,독립문,승하차인원,20-21시 평균,489,502,-13
202312,서울특별시 은평구,독바위,승하차인원,시간당 평균,254,268,-14
202312,서울특별시 은평구,독바위,승하차인원,08-09시 평균,511,578,-67
202312,서울특별시 은평구,독바위,승하차인원,12-13시 평균,247,246,1
202312,서울특별시 은평구,독바위,승하차인원,18-19시 평균,466,519,-52
202312,서울특별시 은평구,독바위,승하차인원,20-21시 평균,237,251,-14
202312,서울특별시 금천구,독산,승하차인원,시간당 평균,1506,1652,-146
202312,서울특별시 금천구,독산,승하차인원,08-09시 평균,4389,5218,-828
202312,서울특별시 금천구,독산,승하차인원,12-13시 평균,1156,1132,25
202312,서울특별시 금천구,독산,승하차인원,18-19시 평균,3565,4064,-499
202312,서울특별시 금천구,독산,승하차인원,20-21시 평균,1203,1309,-106
202312,서울특별시 성북구,돌곶이,승하차인원,시간당 평균,887,930,-43
202312,서울특별시 성북구,돌곶이,승하차인원,08-09시 평균,1912,2227,-315
202312,서울특별시 성북구,돌곶이,승하차인원,12-13시 평균,889,874,15
202312,서울특별시 성북구,돌곶이,승하차인원,18-19시 평균,1547,1740,-193
202312,서울특별시 성북구,돌곶이,승하차인원,20-21시 평균,741,764,-24
202312,서울특별시 종로구,동대문,승하차인원,시간당 평균,2891,3016,-126
202312,서울특별시 종로구,동대문,승하차인원,08-09시 평균,3445,3967,-522
202312,서울특별시 종로구,동대문,승하차인원,12-13시 평균,4295,4299,-4
202312,서울특별시 종로구,동대문,승하차인원,18-19시 평균,4090,4356,-267
202312,서울특별시 종로구,동대문,승하차인원,20-21시 평균,2270,2380,-111
202312,서울특별시 중구,동대문역사문화공원,승하차인원,시간당 평균,3502,3481,21
202312,서울특별시 중구,동대문역사문화공원,승하차인원,08-09시 평균,5234,6018,-784
202312,서울특별시 중구,동대문역사문화공원,승하차인원,12-13시 평균,3765,3594,171
202312,서울특별시 중구,동대문역사문화공원,승하차인원,18-19시 평균,7197,7508,-311
202312,서울특별시 중구,동대문역사문화공원,승하차인원,20-21시 평균,3838,3746,93
202312,서울특별시 중구,동대입구,승하차인원,시간당 평균,1027,1201,-173
202312,서울특별시 중구,동대입구,승하차인원,08-09시 평균,1799,2263,-464
202312,서울특별시 중구,동대입구,승하차인원,12-13시 평균,1046,1257,-211
202312,서울특별시 중구,동대입구,승하차인원,18-19시 평균,2107,2507,-400
202312,서울특별시 중구,동대입구,승하차인원,20-21시 평균,1216,1242,-26
202312,서울특별시 종로구,동묘앞,승하차인원,시간당 평균,1683,1748,-65
202312,서울특별시 종로구,동묘앞,승하차인원,08-09시 평균,2068,2444,-376
202312,서울특별시 종로구,동묘앞,승하차인원,12-13시 평균,2832,2807,26
202312,서울특별시 종로구,동묘앞,승하차인원,18-19시 평균,2202,2351,-149
202312,서울특별시 종로구,동묘앞,승하차인원,20-21시 평균,1012,1008,5
202312,서울특별시 동작구,동작,승하차인원,시간당 평균,253,291,-38
202312,서울특별시 동작구,동작,승하차인원,08-09시 평균,461,560,-99
202312,서울특별시 동작구,동작,승하차인원,12-13시 평균,289,330,-41
202312,서울특별시 동작구,동작,승하차인원,18-19시 평균,444,536,-91
202312,서울특별시 동작구,동작,승하차인원,20-21시 평균,211,241,-29
202312,서울특별시 강동구,둔촌동,승하차인원,시간당 평균,808,834,-26
202312,서울특별시 강동구,둔촌동,승하차인원,08-09시 평균,1445,1636,-191
202312,서울특별시 강동구,둔촌동,승하차인원,12-13시 평균,850,795,54
202312,서울특별시 강동구,둔촌동,승하차인원,18-19시 평균,1603,1791,-188
202312,서울특별시 강동구,둔촌동,승하차인원,20-21시 평균,652,643,9
202312,서울특별시 강동구,둔촌오륜,승하차인원,시간당 평균,99,109,-10
202312,서울특별시 강동구,둔촌오륜,승하차인원,08-09시 평균,187,233,-46
202312,서울특별시 강동구,둔촌오륜,승하차인원,12-13시 평균,94,88,6
202312,서울특별시 강동구,둔촌오륜,승하차인원,18-19시 평균,154,182,-29
202312,서울특별시 강동구,둔촌오륜,승하차인원,20-21시 평균,74,79,-5
202312,서울특별시 강서구,등촌,승하차인원,시간당 평균,1040,1088,-48
202312,서울특별시 강서구,등촌,승하차인원,08-09시 평균,2339,2654,-315
202312,서울특별시 강서구,등촌,승하차인원,12-13시 평균,1053,1003,50
202312,서울특별시 강서구,등촌,승하차인원,18-19시 평균,2038,2267,-229
202312,서울특별시 강서구,등촌,승하차인원,20-21시 평균,904,938,-34
202312,서울특별시 은평구,디지털미디어시티,승하차인원,시간당 평균,2685,2985,-300
202312,서울특별시 은평구,디지털미디어시티,승하차인원,08-09시 평균,7560,8947,-1387
202312,서울특별시 은평구,디지털미디어시티,승하차인원,12-13시 평균,2094,2091,3
202312,서울특별시 은평구,디지털미디어시티,승하차인원,18-19시 평균,6735,8052,-1316
202312,서울특별시 은평구,디지털미디어시티,승하차인원,20-21시 평균,2291,2472,-181
202312,서울특별시 성동구,뚝섬,승하차인원,시간당 평균,2267,2307,-40
202312,서울특별시 성동구,뚝섬,승하차인원,08-09시 평균,4941,5734,-793
202312,서울특별시 성동구,뚝섬,승하차인원,12-13시 평균,2165,1924,241
202312,서울특별시 성동구,뚝섬,승하차인원,18-19시 평균,5719,6333,-614
202312,서울특별시 성동구,뚝섬,승하차인원,20-21시 평균,2067,2065,1
202312,서울특별시 광진구,뚝섬유원지,승하차인원,시간당 평균,733,742,-8
202312,서울특별시 광진구,뚝섬유원지,승하차인원,08-09시 평균,1361,1580,-218
202312,서울특별시 광진구,뚝섬유원지,승하차인원,12-13시 평균,682,636,45
202312,서울특별시 광진구,뚝섬유원지,승하차인원,18-19시 평균,1440,1517,-77
202312,서울특별시 광진구,뚝섬유원지,승하차인원,20-21시 평균,705,731,-26
202312,서울특별시 강서구,마곡,승하차인원,시간당 평균,1037,1091,-55
202312,서울특별시 강서구,마곡,승하차인원,08-09시 평균,2459,2848,-390
202312,서울특별시 강서구,마곡,승하차인원,12-13시 평균,889,831,58
202312,서울특별시 강서구,마곡,승하차인원,18-19시 평균,2210,2502,-292
202312,서울특별시 강서구,마곡,승하차인원,20-21시 평균,818,856,-38
202312,서울특별시 강서구,마곡나루,승하차인원,시간당 평균,2029,2213,-184
202312,서울특별시 강서구,마곡나루,승하차인원,08-09시 평균,5123,6119,-996
202312,서울특별시 강서구,마곡나루,승하차인원,12-13시 평균,1519,1494,26
202312,서울특별시 강서구,마곡나루,승하차인원,18-19시 평균,4749,5611,-862
202312,서울특별시 강서구,마곡나루,승하차인원,20-21시 평균,1793,1895,-102
202312,서울특별시 노원구,마들,승하차인원,시간당 평균,1125,1194,-69
202312,서울특별시 노원구,마들,승하차인원,08-09시 평균,2313,2669,-356
202312,서울특별시 노원구,마들,승하차인원,12-13시 평균,1181,1153,28
202312,서울특별시 노원구,마들,승하차인원,18-19시 평균,1834,2072,-238
202312,서울특별시 노원구,마들,승하차인원,20-21시 평균,1010,1094,-84
202312,서울특별시 성동구,마장,승하차인원,시간당 평균,528,546,-18
202312,서울특별시 성동구,마장,승하차인원,08-09시 평균,1115,1251,-135
202312,서울특별시 성동구,마장,승하차인원,12-13시 평균,625,609,16
202312,서울특별시 성동구,마장,승하차인원,18-19시 평균,984,1050,-66
202312,서울특별시 성동구,마장,승하차인원,20-21시 평균,459,456,4
202312,서울특별시 송파구,마천,승하차인원,시간당 평균,647,687,-40
202312,서울특별시 송파구,마천,승하차인원,08-09시 평균,1405,1593,-188
202312,서울특별시 송파구,마천,승하차인원,12-13시 평균,620,603,17
202312,서울특별시 송파구,마천,승하차인원,18-19시 평균,1148,1293,-144
202312,서울특별시 송파구,마천,승하차인원,20-21시 평균,514,530,-16
202312,서울특별시 마포구,마포,승하차인원,시간당 평균,1333,1372,-39
202312,서울특별시 마포구,마포,승하차인원,08-09시 평균,3404,3893,-489
202312,서울특별시 마포구,마포,승하차인원,12-13시 평균,1215,1158,58
202312,서울특별시 마포구,마포,승하차인원,18-19시 평균,3422,3697,-274
202312,서울특별시 마포구,마포,승하차인원,20-21시 평균,1237,1219,18
202312,서울특별시 마포구,마포구청,승하차인원,시간당 평균,1226,1311,-86
202312,서울특별시 마포구,마포구청,승하차인원,08-09시 평균,2884,3287,-402
202312,서울특별시 마포구,마포구청,승하차인원,12-13시 평균,1254,1266,-11
202312,서울특별시 마포구,마포구청,승하차인원,18-19시 평균,2505,2782,-276
202312,서울특별시 마포구,마포구청,승하차인원,20-21시 평균,1068,1149,-81
202312,서울특별시 중랑구,망우,승하차인원,시간당 평균,693,732,-38
202312,서울특별시 중랑구,망우,승하차인원,08-09시 평균,1155,1351,-195
202312,서울특별시 중랑구,망우,승하차인원,12-13시 평균,781,763,18
202312,서울특별시 중랑구,망우,승하차인원,18-19시 평균,1268,1403,-135
202312,서울특별시 중랑구,망우,승하차인원,20-21시 평균,623,638,-15
202312,서울특별시 마포구,망원,승하차인원,시간당 평균,1452,1456,-5
202312,서울특별시 마포구,망원,승하차인원,08-09시 평균,2149,2433,-284
202312,서울특별시 마포구,망원,승하차인원,12-13시 평균,1732,1673,58
202312,서울특별시 마포구,망원,승하차인원,18-19시 평균,2920,3091,-171
202312,서울특별시 마포구,망원,승하차인원,20-21시 평균,1411,1397,15
202312,서울특별시 강남구,매봉,승하차인원,시간당 평균,1070,1126,-56
202312,서울특별시 강남구,매봉,승하차인원,08-09시 평균,2985,3479,-494
202312,서울특별시 강남구,매봉,승하차인원,12-13시 평균,965,922,42
202312,서울특별시 강남구,매봉,승하차인원,18-19시 평균,2713,3058,-345
202312,서울특별시 강남구,매봉,승하차인원,20-21시 평균,842,839,3
202312,서울특별시 중랑구,먹골,승하차인원,시간당 평균,922,957,-35
202312,서울특별시 중랑구,먹골,승하차인원,08-09시 평균,1889,2124,-235
202312,서울특별시 중랑구,먹골,승하차인원,12-13시 평균,947,917,29
202312,서울특별시 중랑구,먹골,승하차인원,18-19시 평균,1741,1866,-125
202312,서울특별시 중랑구,먹골,승하차인원,20-21시 평균,901,941,-40
202312,서울특별시 중랑구,면목,승하차인원,시간당 평균,1348,1441,-92
202312,서울특별시 중랑구,면목,승하차인원,08-09시 평균,3027,3606,-579
202312,서울특별시 중랑구,면목,승하차인원,12-13시 평균,1362,1368,-6
202312,서울특별시 중랑구,면목,승하차인원,18-19시 평균,2351,2574,-223
202312,서울특별시 중랑구,면목,승하차인원,20-21시 평균,1220,1283,-63
202312,서울특별시 중구,명동,승하차인원,시간당 평균,3587,3463,125
202312,서울특별시 중구,명동,승하차인원,08-09시 평균,4091,4893,-802
202312,서울특별시 중구,명동,승하차인원,12-13시 평균,4030,3862,168
202312,서울특별시 중구,명동,승하차인원,18-19시 평균,7823,7534,289
202312,서울특별시 중구,명동,승하차인원,20-21시 평균,4604,4113,491
202312,서울특별시 강동구,명일,승하차인원,시간당 평균,832,857,-26
202312,서울특별시 강동구,명일,승하차인원,08-09시 평균,1483,1715,-232
202312,서울특별시 강동구,명일,승하차인원,12-13시 평균,854,819,34
202312,서울특별시 강동구,명일,승하차인원,18-19시 평균,1603,1764,-160
202312,서울특별시 강동구,명일,승하차인원,20-21시 평균,746,755,-9
202312,서울특별시 양천구,목동,승하차인원,시간당 평균,1514,1600,-86
202312,서울특별시 양천구,목동,승하차인원,08-09시 평균,3080,3539,-459
202312,서울특별시 양천구,목동,승하차인원,12-13시 평균,1420,1360,60
202312,서울특별시 양천구,목동,승하차인원,18-19시 평균,3339,3780,-441
202312,서울특별시 양천구,목동,승하차인원,20-21시 평균,1460,1530,-70
202312,서울특별시 송파구,몽촌토성,승하차인원,시간당 평균,622,639,-17
202312,서울특별시 송파구,몽촌토성,승하차인원,08-09시 평균,1422,1639,-217
202312,서울특별시 송파구,몽촌토성,승하차인원,12-13시 평균,598,565,33
202312,서울특별시 송파구,몽촌토성,승하차인원,18-19시 평균,1328,1383,-55
202312,서울특별시 송파구,몽촌토성,승하차인원,20-21시 평균,535,513,23
202312,서울특별시 서대문구,무악재,승하차인원,시간당 평균,388,417,-29
202312,서울특별시 서대문구,무악재,승하차인원,08-09시 평균,790,912,-121
202312,서울특별시 서대문구,무악재,승하차인원,12-13시 평균,390,393,-3
202312,서울특별시 서대문구,무악재,승하차인원,18-19시 평균,719,808,-90
202312,서울특별시 서대문구,무악재,승하차인원,20-21시 평균,371,389,-19
202312,서울특별시 영등포구,문래,승하차인원,시간당 평균,1984,2079,-96
202312,서울특별시 영등포구,문래,승하차인원,08-09시 평균,5566,6293,-726
202312,서울특별시 영등포구,문래,승하차인원,12-13시 평균,1762,1735,27
202312,서울특별시 영등포구,문래,승하차인원,18-19시 평균,5234,5815,-581
202312,서울특별시 영등포구,문래,승하차인원,20-21시 평균,1707,1753,-46
202312,서울특별시 송파구,문정,승하차인원,시간당 평균,1797,1964,-167
202312,서울특별시 송파구,문정,승하차인원,08-09시 평균,6045,7076,-1031
202312,서울특별시 송파구,문정,승하차인원,12-13시 평균,1346,1327,19
202312,서울특별시 송파구,문정,승하차인원,18-19시 평균,4803,5647,-844
202312,서울특별시 송파구,문정,승하차인원,20-21시 평균,1389,1486,-97
202312,서울특별시 강북구,미아,승하차인원,시간당 평균,1372,1446,-73
202312,서울특별시 강북구,미아,승하차인원,08-09시 평균,2766,3169,-403
202312,서울특별시 강북구,미아,승하차인원,12-13시 평균,1519,1464,55
202312,서울특별시 강북구,미아,승하차인원,18-19시 평균,2358,2587,-229
202312,서울특별시 강북구,미아,승하차인원,20-21시 평균,1181,1212,-31
202312,서울특별시 강북구,미아사거리,승하차인원,시간당 평균,2463,2515,-52
202312,서울특별시 강북구,미아사거리,승하차인원,08-09시 평균,4055,4523,-468
202312,서울특별시 강북구,미아사거리,승하차인원,12-13시 평균,2614,2461,153
202312,서울특별시 강북구,미아사거리,승하차인원,18-19시 평균,4616,4877,-261
202312,서울특별시 강북구,미아사거리,승하차인원,20-21시 평균,2587,2593,-6
202312,서울특별시 서초구,반포,승하차인원,시간당 평균,555,588,-33
202312,서울특별시 서초구,반포,승하차인원,08-09시 평균,926,1092,-166
202312,서울특별시 서초구,반포,승하차인원,12-13시 평균,593,607,-14
202312,서울특별시 서초구,반포,승하차인원,18-19시 평균,939,1021,-81
202312,서울특별시 서초구,반포,승하차인원,20-21시 평균,471,490,-19
202312,서울특별시 강서구,발산,승하차인원,시간당 평균,2065,2119,-53
202312,서울특별시 강서구,발산,승하차인원,08-09시 평균,4577,5341,-764
202312,서울특별시 강서구,발산,승하차인원,12-13시 평균,2057,1962,95
202312,서울특별시 강서구,발산,승하차인원,18-19시 평균,4748,5173,-425
202312,서울특별시 강서구,발산,승하차인원,20-21시 평균,1974,1909,65
202312,서울특별시 서초구,방배,승하차인원,시간당 평균,1510,1692,-182
202312,서울특별시 서초구,방배,승하차인원,08-09시 평균,3039,3690,-650
202312,서울특별시 서초구,방배,승하차인원,12-13시 평균,1650,1725,-74
202312,서울특별시 서초구,방배,승하차인원,18-19시 평균,3007,3526,-520
202312,서울특별시 서초구,방배,승하차인원,20-21시 평균,1298,1430,-132
202312,서울특별시 송파구,방이,승하차인원,시간당 평균,682,711,-29
202312,서울특별시 송파구,방이,승하차인원,08-09시 평균,1329,1500,-171
202312,서울특별시 송파구,방이,승하차인원,12-13시 평균,757,718,39
202312,서울특별시 송파구,방이,승하차인원,18-19시 평균,1325,1498,-173
202312,서울특별시 송파구,방이,승하차인원,20-21시 평균,629,666,-37
202312,서울특별시 도봉구,방학,승하차인원,시간당 평균,895,930,-35
202312,서울특별시 도봉구,방학,승하차인원,08-09시 평균,1549,1793,-244
202312,서울특별시 도봉구,방학,승하차인원,12-13시 평균,1064,1048,17
202312,서울특별시 도봉구,방학,승하차인원,18-19시 평균,1461,1607,-145
202312,서울특별시 도봉구,방학,승하차인원,20-21시 평균,739,736,3
202312,서울특별시 강서구,방화,승하차인원,시간당 평균,616,640,-24
202312,서울특별시 강서구,방화,승하차인원,08-09시 평균,1274,1438,-164
202312,서울특별시 강서구,방화,승하차인원,12-13시 평균,650,650,0
202312,서울특별시 강서구,방화,승하차인원,18-19시 평균,1016,1124,-108
202312,서울특별시 강서구,방화,승하차인원,20-21시 평균,526,547,-21
202312,서울특별시 중구,버티고개,승하차인원,시간당 평균,198,210,-12
202312,서울특별시 중구,버티고개,승하차인원,08-09시 평균,398,471,-72
202312,서울특별시 중구,버티고개,승하차인원,12-13시 평균,197,196,2
202312,서울특별시 중구,버티고개,승하차인원,18-19시 평균,402,458,-56
202312,서울특별시 중구,버티고개,승하차인원,20-21시 평균,182,190,-9
202312,서울특별시 동작구,보라매,승하차인원,시간당 평균,951,1007,-56
202312,서울특별시 동작구,보라매,승하차인원,08-09시 평균,2250,2621,-371
202312,서울특별시 동작구,보라매,승하차인원,12-13시 평균,979,965,13
202312,서울특별시 동작구,보라매,승하차인원,18-19시 평균,2019,2307,-288
202312,서울특별시 동작구,보라매,승하차인원,20-21시 평균,886,897,-11
202312,서울특별시 동작구,보라매공원,승하차인원,시간당 평균,189,201,-12
202312,서울특별시 동작구,보라매공원,승하차인원,08-09시 평균,475,523,-47
202312,서울특별시 동작구,보라매공원,승하차인원,12-13시 평균,220,213,7
202312,서울특별시 동작구,보라매공원,승하차인원,18-19시 평균,384,439,-55
202312,서울특별시 동작구,보라매공원,승하차인원,20-21시 평균,141,151,-10
202312,서울특별시 동작구,보라매병원,승하차인원,시간당 평균,642,665,-23
202312,서울특별시 동작구,보라매병원,승하차인원,08-09시 평균,1784,2015,-231
202312,서울특별시 동작구,보라매병원,승하차인원,12-13시 평균,701,669,32
202312,서울특별시 동작구,보라매병원,승하차인원,18-19시 평균,1395,1567,-172
202312,서울특별시 동작구,보라매병원,승하차인원,20-21시 평균,446,424,22
202312,서울특별시 성북구,보문,승하차인원,시간당 평균,829,888,-59
202312,서울특별시 성북구,보문,승하차인원,08-09시 평균,1916,2236,-320
202312,서울특별시 성북구,보문,승하차인원,12-13시 평균,818,840,-22
202312,서울특별시 성북구,보문,승하차인원,18-19시 평균,1544,1772,-228
202312,서울특별시 성북구,보문,승하차인원,20-21시 평균,727,781,-54
202312,서울특별시 송파구,복정,승하차인원,시간당 평균,757,833,-76
202312,서울특별시 송파구,복정,승하차인원,08-09시 평균,1649,1942,-293
202312,서울특별시 송파구,복정,승하차인원,12-13시 평균,718,737,-18
202312,서울특별시 송파구,복정,승하차인원,18-19시 평균,1570,1845,-275
202312,서울특별시 송파구,복정,승하차인원,20-21시 평균,680,737,-57
202312,서울특별시 강남구,봉은사,승하차인원,시간당 평균,2058,2106,-48
202312,서울특별시 강남구,봉은사,승하차인원,08-09시 평균,3734,4631,-898
202312,서울특별시 강남구,봉은사,승하차인원,12-13시 평균,2386,2163,223
202312,서울특별시 강남구,봉은사,승하차인원,18-19시 평균,4637,5176,-538
202312,서울특별시 강남구,봉은사,승하차인원,20-21시 평균,1828,1754,75
202312,서울특별시 관악구,봉천,승하차인원,시간당 평균,2074,2164,-90
202312,서울특별시 관악구,봉천,승하차인원,08-09시 평균,4499,5138,-639
202312,서울특별시 관악구,봉천,승하차인원,12-13시 평균,2050,1955,95
202312,서울특별시 관악구,봉천,승하차인원,18-19시 평균,3645,4013,-368
202312,서울특별시 관악구,봉천,승하차인원,20-21시 평균,2003,2096,-93
202312,서울특별시 중랑구,봉화산,승하차인원,시간당 평균,764,811,-47
202312,서울특별시 중랑구,봉화산,승하차인원,08-09시 평균,1679,1919,-240
202312,서울특별시 중랑구,봉화산,승하차인원,12-13시 평균,711,705,7
202312,서울특별시 중랑구,봉화산,승하차인원,18-19시 평균,1331,1467,-136
202312,서울특별시 중랑구,봉화산,승하차인원,20-21시 평균,683,710,-27
202312,서울특별시 성북구,북한산보국문,승하차인원,시간당 평균,579,619,-40
202312,서울특별시 성북구,북한산보국문,승하차인원,08-09시 평균,1051,1235,-184
202312,서울특별시 성북구,북한산보국문,승하차인원,12-13시 평균,621,601,19
202312,서울특별시 성북구,북한산보국문,승하차인원,18-19시 평균,1017,1188,-171
202312,서울특별시 성북구,북한산보국문,승하차인원,20-21시 평균,547,565,-18
202312,서울특별시 강북구,북한산우이,승하차인원,시간당 평균,265,305,-39
202312,서울특별시 강북구,북한산우이,승하차인원,08-09시 평균,469,570,-101
202312,서울특별시 강북구,북한산우이,승하차인원,12-13시 평균,413,420,-7
202312,서울특별시 강북구,북한산우이,승하차인원,18-19시 평균,314,376,-62
202312,서울특별시 강북구,북한산우이,승하차인원,20-21시 평균,159,175,-17
202312,서울특별시 은평구,불광,승하차인원,시간당 평균,1966,2045,-79
202312,서울특별시 은평구,불광,승하차인원,08-09시 평균,3550,4089,-539
202312,서울특별시 은평구,불광,승하차인원,12-13시 평균,2231,2173,58
202312,서울특별시 은평구,불광,승하차인원,18-19시 평균,3595,3997,-402
202312,서울특별시 은평구,불광,승하차인원,20-21시 평균,1758,1806,-48
202312,서울특별시 중랑구,사가정,승하차인원,시간당 평균,1459,1529,-70
202312,서울특별시 중랑구,사가정,승하차인원,08-09시 평균,2972,3413,-442
202312,서울특별시 중랑구,사가정,승하차인원,12-13시 평균,1494,1453,40
202312,서울특별시 중랑구,사가정,승하차인원,18-19시 평균,2762,3069,-307
202312,서울특별시 중랑구,사가정,승하차인원,20-21시 평균,1357,1456,-99
202312,서울특별시 동작구,사당,승하차인원,시간당 평균,6375,6339,36
202312,서울특별시 동작구,사당,승하차인원,08-09시 평균,8415,9901,-1486
202312,서울특별시 동작구,사당,승하차인원,12-13시 평균,6423,5892,531
202312,서울특별시 동작구,사당,승하차인원,18-19시 평균,13793,14314,-520
202312,서울특별시 동작구,사당,승하차인원,20-21시 평균,7121,6998,122
202312,서울특별시 서초구,사평,승하차인원,시간당 평균,358,370,-12
202312,서울특별시 서초구,사평,승하차인원,08-09시 평균,720,799,-79
202312,서울특별시 서초구,사평,승하차인원,12-13시 평균,400,379,22
202312,서울특별시 서초구,사평,승하차인원,18-19시 평균,696,772,-75
202312,서울특별시 서초구,사평,승하차인원,20-21시 평균,317,322,-5
202312,서울특별시 용산구,삼각지,승하차인원,시간당 평균,1311,1316,-5
202312,서울특별시 용산구,삼각지,승하차인원,08-09시 평균,2238,2579,-341
202312,서울특별시 용산구,삼각지,승하차인원,12-13시 평균,1358,1247,111
202312,서울특별시 용산구,삼각지,승하차인원,18-19시 평균,3018,3289,-271
202312,서울특별시 용산구,삼각지,승하차인원,20-21시 평균,1288,1270,18
202312,서울특별시 강남구,삼성,승하차인원,시간당 평균,5101,5243,-142
202312,서울특별시 강남구,삼성,승하차인원,08-09시 평균,10300,12442,-2142
202312,서울특별시 강남구,삼성,승하차인원,12-13시 평균,4803,4389,414
202312,서울특별시 강남구,삼성,승하차인원,18-19시 평균,12085,13233,-1148
202312,서울특별시 강남구,삼성,승하차인원,20-21시 평균,5108,4955,153
202312,서울특별시 강남구,삼성중앙,승하차인원,시간당 평균,661,710,-49
202312,서울특별시 강남구,삼성중앙,승하차인원,08-09시 평균,1553,1835,-282
202312,서울특별시 강남구,삼성중앙,승하차인원,12-13시 평균,563,573,-10
202312,서울특별시 강남구,삼성중앙,승하차인원,18-19시 평균,1721,1965,-243
202312,서울특별시 강남구,삼성중앙,승하차인원,20-21시 평균,561,578,-17
202312,서울특별시 강북구,삼양,승하차인원,시간당 평균,188,197,-9
202312,서울특별시 강북구,삼양,승하차인원,08-09시 평균,348,400,-51
202312,서울특별시 강북구,삼양,승하차인원,12-13시 평균,242,239,3
202312,서울특별시 강북구,삼양,승하차인원,18-19시 평균,277,294,-17
202312,서울특별시 강북구,삼양,승하차인원,20-21시 평균,147,155,-8
202312,서울특별시 강북구,삼양사거리,승하차인원,시간당 평균,232,244,-12
202312,서울특별시 강북구,삼양사거리,승하차인원,08-09시 평균,426,484,-59
202312,서울특별시 강북구,삼양사거리,승하차인원,12-13시 평균,306,306,-1
202312,서울특별시 강북구,삼양사거리,승하차인원,18-19시 평균,354,383,-29
202312,서울특별시 강북구,삼양사거리,승하차인원,20-21시 평균,182,187,-5
202312,서울특별시 송파구,삼전,승하차인원,시간당 평균,671,695,-25
202312,서울특별시 송파구,삼전,승하차인원,08-09시 평균,1491,1714,-223
202312,서울특별시 송파구,삼전,승하차인원,12-13시 평균,629,617,12
202312,서울특별시 송파구,삼전,승하차인원,18-19시 평균,1343,1479,-136
202312,서울특별시 송파구,삼전,승하차인원,20-21시 평균,656,681,-25
