,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3
금천구 2023-12-10(일),18.33,20.0,21.82,21.18,19.41,19.41,18.75,18.75,18.75,20.0,20.0,18.75,20.62,19.35,21.29,20.62,20.62,19.35,19.29,20.0,18.0,15.79,14.48,19.09
금천구 2023-12-11(월),16.92,20.0,20.49,18.57,17.65,17.42,18.0,17.42,19.35,17.42,18.0,18.75,18.33,19.02,19.02,21.08,20.57,20.57,20.62,20.0,17.65,16.0,16.88,18.26
금천구 2023-12-12(화),16.67,20.49,21.0,19.5,18.18,19.35,19.35,19.35,19.35,17.42,17.42,18.75,18.33,20.0,19.5,20.57,20.57,21.18,20.0,20.69,19.09,15.56,16.36,17.78
금천구 2023-12-13(수),15.0,20.49,21.0,20.0,18.18,19.35,19.35,19.35,19.35,18.0,17.42,18.75,18.33,20.0,20.0,20.57,20.57,20.57,21.18,18.62,19.09,16.67,16.55,17.5
금천구 2023-12-14(목),16.22,20.49,21.0,20.0,18.75,17.42,17.42,17.42,18.75,17.42,17.42,18.18,17.84,19.5,19.02,20.0,20.0,20.57,20.57,20.69,17.14,14.4,15.71,19.2
노원구 2023-12-01(금),17.56,20.87,22.04,20.87,19.46,20.57,18.86,19.41,19.41,18.75,18.18,17.14,17.14,17.65,19.35,19.29,18.62,18.0,18.62,17.78,17.14,18.46,20.0,19.29
노원구 2023-12-02(토),16.74,20.93,21.95,21.0,20.53,19.46,20.0,18.95,20.0,18.86,18.33,18.33,18.86,17.42,18.62,18.62,18.0,18.0,18.0,17.5,18.0,17.78,20.77,19.29
노원구 2023-12-03(일),16.1,21.0,21.54,21.0,21.08,20.0,20.0,20.0,19.41,20.0,20.0,20.0,20.0,19.35,20.0,20.62,19.35,19.35,18.62,18.26,17.65,20.0,20.69,18.18
노원구 2023-12-04(월),16.74,21.7,21.6,20.87,21.08,20.57,19.41,19.41,18.18,17.42,18.18,16.88,17.65,18.18,18.0,19.29,18.0,18.0,18.62,18.46,20.0,17.42,19.5,18.33
노원구 2023-12-05(화),17.14,20.87,22.04,20.87,21.08,20.0,18.86,19.41,18.18,18.75,18.18,17.65,17.65,18.18,18.0,17.14,18.0,19.35,18.0,17.78,17.14,16.88,17.65,17.37
