Column1,행정구,행정동,인구수,age_10,age_20,age_3040,노약자,사업체수,종사자수,집개수,소득,버스정류장개수,지하철역개수,도로평균속도,1인당자동차등록대수,시내버스노선수,버스승차량
408,서대문구,홍제3동,17908,0.06248604,0.126703149,0.271777976,0.226826,1383,3882,4969,2807766,41,0,22.73,0.25809694,37,3337001
409,강서구,화곡1동,52242,0.043087937,0.177041461,0.349431492,0.174131925,4150,10810,18754,2485455,27,2,14.84,0.306247847,144,6530603
410,강서구,화곡2동,17489,0.073817828,0.138715764,0.318028475,0.179198353,1283,2827,6093,2385531,29,0,17.98,0.276287952,26,1677458
411,강서구,화곡3동,21394,0.073852482,0.143077498,0.294989249,0.209170796,1690,4397,6665,3132782,9,0,13.23,0.300598299,62,1467311
412,강서구,화곡4동,20133,0.061739433,0.127402772,0.307356082,0.208861074,1928,4315,7053,2423768,29,0,19.46,0.290269706,17,1798056
413,강서구,화곡6동,25022,0.058668372,0.173167613,0.324034849,0.174046839,2456,12040,8085,3040513,29,0,16.14,0.313604028,82,5022372
414,강서구,화곡8동,23993,0.05947568,0.151960989,0.317134164,0.198224482,1748,4385,9035,2473381,27,0,15.54,0.254157463,23,2842614
415,강서구,화곡본동,33523,0.066402172,0.168898965,0.343644662,0.159054977,2177,4919,12605,2398795,25,0,13.59,0.274438445,32,2948529
416,광진구,화양동,27844,0.037458698,0.491380549,0.265874156,0.086122684,3072,16195,5296,2470026,20,2,15.37,0.148685534,85,3867263
417,중구,황학동,13614,0.037094168,0.182091964,0.371455854,0.156530043,2487,5992,3959,3247840,7,0,13.29,0.254223593,27,1338264
418,동대문구,회기동,13581,0.063250129,0.452985789,0.215963478,0.114498196,1293,10348,3115,3217279,9,0,15.61,0.156394964,23,2622228
419,중구,회현동,5107,0.052476992,0.096338359,0.25729391,0.264734678,9246,46229,1744,4442451,34,5,15.35,2.273741923,302,10289871
420,용산구,효창동,10828,0.062615441,0.152290358,0.337827854,0.14794976,702,2596,3463,3523201,15,0,16.11,0.299778352,36,1690652
421,용산구,후암동,16540,0.068621524,0.137484885,0.320798065,0.185247884,1367,4605,5363,3013677,16,0,18.46,0.242684401,23,2036706
422,동대문구,휘경1동,16168,0.05541811,0.348713508,0.244804552,0.135267194,1285,3690,4327,2722774,13,1,22.15,0.243196437,83,4863450
423,동대문구,휘경2동,25288,0.07734894,0.261151534,0.251028156,0.167549826,1665,5457,6802,3071586,18,0,15.97,0.251225878,147,3425222
424,동작구,흑석동,32366,0.074337268,0.195297534,0.279398134,0.160353457,2136,11037,9613,4224946,48,1,15.36,0.281066551,104,6095541
